,ticker,netIncome,ROA,sharesOutstanding,earningsYield,increaseDaysSalesOutstanding,declinesInDepreciation,retainedEarningsToTotalAssets,operatingCashflow,ltDebtVsAssets,grossMargins,returnOnCapital,growingDaysSalesOfInventory,salesToAssets,returnOnTotalAssets,qualityOfEarnings,currentRatio,assetTurnover,netIncomeMinusCashflow,increasingCurrentAssetsOverRevenues,workingCapitalToTotalAssets,marketCapToTotalLiabilities,futurePerformance
515,SBGI,True,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,1.2754520884382836
516,MNRL,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,1.641176560345818
517,BDSI,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,0.2291104840681124
518,BBSI,True,True,False,True,False,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,True,0.8246153220152244
519,BCOR,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,1.4231627325298113
520,BKNG,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,False,0.22639417878215926
521,BRSP,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,2.1381580261367414
522,BVH,True,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,0.7760758799210655
523,TUP,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,-0.34143378383274475
524,CFBK,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,0.06926408463409416
525,HBB,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,True,True,-0.20268922860000896
526,BGCP,True,False,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,1.419913545911885
527,BOOT,True,False,False,True,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,0.3455077166465633
528,BDC,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,0.707970494224298
529,BAK,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,1.0565045130035873
530,BTG,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,-0.4278688419509144
531,JACK,True,False,True,True,True,False,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,0.11328216625739422
532,BCSF,True,True,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,False,False,True,True,0.7570913405645461
533,BWA,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,-0.01577540450578967
534,BE,False,True,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,-0.7749343754415593
535,ORCC,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,False,0.3297608415983141
536,CCMP,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,False,0.05982073098486344
537,NESR,True,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,0.00904976496891065
538,MRO,True,False,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,2.111639017285064
539,MTG,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,False,0.5366430190758535
540,MAC,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,3.819940535850031
541,VCEL,False,False,False,False,True,True,True,False,False,True,False,True,True,True,False,True,False,True,True,True,False,-0.11774461561495386
542,WDC,False,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,0.5670607540555174
543,WU,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,True,0.0472183383684723
544,RCL,True,True,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,0.7888634887199517
545,CDAY,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,-0.3231595409011121
546,FLMN,True,False,True,False,True,False,True,True,True,True,False,False,True,False,True,True,False,True,False,True,False,1.8793103536867786
547,CAMT,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,-0.33796294281442035
548,CRTO,True,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,0.6516948691595228
549,CSGS,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,False,0.29582389396916325
550,CSTE,True,False,True,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,True,False,0.6631690268188636
551,CVS,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,True,0.10365848066327349
552,CIM,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,1.4088198161466035
553,CDW,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,0.09275704915611742
554,PNNT,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,True,0.9625000363215799
555,PSN,True,False,True,False,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,-0.0005882487577550552
556,STAA,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,-0.45985266416563964
557,SPNS,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,-0.37412589581194927
558,TPC,False,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,0.2550091354707451
559,ETR,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,0.21498370787138366
560,GHC,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,0.6992675292777712
561,MCS,True,False,False,False,True,True,True,True,True,False,False,False,True,False,True,True,False,True,False,True,True,3.3884199319083437
562,MPC,True,True,True,False,False,True,True,True,False,False,True,False,False,False,True,True,False,True,True,True,True,0.9415245272557003
563,ICD,False,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,10.735536662471025
564,HZNP,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,False,-0.6565555272277009
565,ECPG,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,-0.1312770270526509
566,CCRN,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,False,True,False,0.8143100214926027
567,NVRO,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,False,-0.37260040487619756
568,CLW,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,-0.44189378437469284
569,VZIO,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,-0.0
570,NE,False,True,True,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,-0.0
571,CSII,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,0.40061581941659485
572,MCK,True,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,-0.028282029816311522
573,IVC,False,True,False,False,False,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True,True,0.0900140442288923
574,IVR,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,5.050000045849728
575,KHC,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,-0.019812293561170334
576,HMC,True,False,False,True,True,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,0.10893974729097004
577,SMG,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,-0.3096021841208337
578,UGI,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,0.5803206948049663
579,VMC,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,0.18478089660414088
580,CSWI,True,False,True,False,True,False,True,True,True,False,False,False,False,False,True,True,True,True,False,True,False,-0.07652924025540687
581,DXC,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,0.9680589412879922
582,CENT,True,False,False,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False,-0.2328918888108429
583,CLVS,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,-0.23115572631526987
584,WLL,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,-0.44327483945088436
585,UTHR,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,-0.15385381154827005
586,TRNO,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,-0.02920669391320374
587,GM,True,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,0.2692570376548583
588,OPRX,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,True,False,True,True,True,False,-0.1725038882295646
589,INSG,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,-0.5346442276988447
590,PFLT,True,True,False,True,True,False,True,False,False,True,True,True,True,False,True,True,True,False,True,True,True,0.4480197920470643
591,CENTA,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False,-0.209295290981918
592,CIGI,True,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,False,True,False,True,False,0.20849795418644168
593,CMLS,True,False,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,1.8927038591476197
594,DVAX,False,True,False,False,True,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,0.013245019867687695
595,FUN,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,0.9877653781436935
596,PGR,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,-0.16240821133330255
597,FOE,True,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,0.019930718948955036
598,HCC,True,False,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,False,0.14810562068923608
599,ELA,True,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False,-0.7182447921232227
600,TWO,True,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,1.7611336407549432
601,DLHC,True,False,False,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,True,False,-0.3559783036505447
602,CUTR,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,0.702348497293617
603,UVV,True,False,False,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,0.325227265443902
604,NMFC,True,False,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,0.4663101046838565
605,NYT,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,-0.28849858715770643
606,ODP,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,-0.13066103285564556
607,CLH,True,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,0.4406144621044708
608,EMR,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,0.01627799225954988
609,EXC,True,False,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,0.40110214659700344
610,EMKR,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,-0.055727574518353876
611,SBRA,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,0.6617538499769768
612,HYMC,False,False,True,False,False,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,-0.18996047038686611
613,PING,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,-0.37132354886436575
614,HZN,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,-0.22452830460284595
615,IAG,False,False,True,False,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,True,0.09695295103100188
616,IGXT,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,2.799999801317859
617,OCDX,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,False,True,True,-0.0
618,MFC,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,0.3556700994728667
619,MOD,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,0.8217991956301919
620,TNDM,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,-0.3951906157523636
621,DCP,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,True,1.7482446223339805
622,DFIN,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,0.01526720150620685
623,DMTK,False,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,-0.45521697719934645
624,LPG,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,0.37580432517692225
625,DRTT,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,1.9160256110469724
626,FDP,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,True,True,0.42810457720038086
627,DNLI,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,-0.4977401152469564
628,DGII,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,-0.06566347781542828
629,UE,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,1.1211791079521864
630,EZPW,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,0.38076155962261254
631,EOG,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,1.2025836971084323
632,EVH,False,False,False,False,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,-0.3046024642465897
633,EVRI,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,0.13793102233300922
634,EQH,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,True,0.25224215030890706
635,PLUS,True,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,0.07351731662998448
636,EYPT,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,2.8148148180853028
637,ENBL,True,True,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,2.125000058435927
638,ETSY,True,False,False,False,True,True,True,True,False,True,False,True,True,False,True,True,False,True,True,True,False,-0.4739768629604518
639,WTRG,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,0.1526083896808921
640,NUS,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,-0.1631889968509974
641,GRP-UN,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True,False,-0.15624996232852448
642,REGI,True,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True,False,False,True,True,False,-0.6770037198920922
643,EDRY,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,1.152974494682624
644,EOLS,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,False,False,True,False,3.8010753959655093
645,GEL,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,3.6439233306861585
646,IMXI,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,False,-0.028225811361811664
647,EXPI,False,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,-0.774028086428844
648,EDIT,False,False,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,-0.2257551735844896
649,EVOP,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,0.20192307308948773
650,PDCE,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,1.7686703903394352
651,OESX,True,True,False,True,True,False,True,True,False,True,True,True,False,False,True,True,True,True,False,True,False,-0.6042253548558377
652,ESTE,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.6254979837482117
653,KE,True,False,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False,0.32716049278891035
654,NFE,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,-0.4689770640519464
655,FVE,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,-0.04166672461562456
656,UFCS,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,1.3826400115910373
657,FLXN,False,False,False,False,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,0.47243337424825627
658,FRT,True,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,False,0.8837111997612744
659,SLF,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,0.1222277831859913
660,ULCC,True,True,True,False,False,False,True,True,True,False,False,True,True,False,True,True,False,False,False,True,True,-0.0
661,FTDR,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,0.27165069005268483
662,FATE,False,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,-0.524814934366708
663,FLOW,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,-0.07443522294660648
664,VIRT,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,-0.13831692620780675
665,FSLY,False,True,False,False,False,True,True,False,True,True,False,True,True,True,False,True,False,True,True,True,False,-0.6894790554894493
666,FLT,True,True,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,0.2295726547893296
667,SALM,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,0.6630434169942816
668,JRVR,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,0.18836105920645957
669,MDU,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,0.28630325340555224
670,GMED,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,True,False,0.05999595022971973
671,RVLV,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,0.4165681109133412
672,SAFT,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,0.5023823112565599
673,NXST,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,0.17908660450821978
674,SGU,True,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,-0.011446374672949736
675,SLGL,False,True,False,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,0.2118549563797087
676,LHCG,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,False,-0.40146718827568095
677,WEYS,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,0.5961917397650016
678,TGI,False,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,2.923948329059931
679,GEO,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,0.5900563795087056
680,GBLI,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,0.2244039869740301
681,GNK,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,0.5227629487490623
682,GDDY,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,-0.09544532945186822
683,VGR,True,True,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,True,True,0.2587336162706003
684,MNTV,False,True,False,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,False,-0.1815301132269144
685,OTCM,True,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,0.22895619738655995
686,HUBS,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,False,-0.43246106899351916
687,PLMR,True,False,True,False,False,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,-0.6175671742131836
688,HDSN,False,True,False,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,False,-0.38938053050665955
689,HNGR,True,False,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,0.28062762246053274
690,MORF,False,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,-0.1643286675790342
691,HR,True,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,0.1851456715521182
692,RMAX,True,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,False,-0.07901469274694384
693,SMHI,False,True,False,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,5.283720757962571
694,QTWO,False,True,True,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,True,False,-0.10260693922995305
695,LL,True,True,False,True,False,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,-0.5559827002283044
696,TVTY,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,0.2971595090848421
697,HI,True,False,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,False,0.13899319079425593
698,KW,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,True,True,0.5817273008839016
699,PLYA,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,0.9503721400273063
700,IIPR,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,-0.1913146448792217
701,SRDX,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,0.2101712060639234
702,SUP,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True,False,True,True,1.676923189783947
703,ORA,True,False,True,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,0.33111518286602604
704,OTIC,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,True,False,-0.3695014541785022
705,MGPI,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,True,True,False,0.3008826587449309
706,WTS,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,-0.018862000582142845
707,UMH,True,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,0.05235201550885687
708,SGRY,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,-0.5959257202282444
709,RMNI,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False,0.4171778831516391
710,RPD,False,True,False,False,True,True,True,False,False,True,False,True,True,True,False,True,False,True,True,True,False,-0.139698493232938
711,QRVO,True,True,True,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True,False,True,False,-0.38490893953111704
712,ZYME,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,-0.3761214612913983
713,LMRK,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,0.7970401618867187
714,PIRS,False,True,False,False,True,True,True,False,True,False,False,True,True,True,False,True,True,False,False,True,False,1.657142941481406
715,ONCR,False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,-0.0
716,OSPN,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,-0.27498804600477506
717,NP,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,False,0.7533207203935436
718,NSTG,False,True,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,False,-0.4288333837675411
719,SMSI,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,False,0.504178335507547
720,LMND,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,-1.0200521359819128
721,OLP,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,0.7907268079821584
722,MGM,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,0.3386343294041177
723,STN,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,False,-0.2439678501816008
724,TTGT,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,-0.38828737736930813
725,DNOW,False,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,1.3796476574745342
726,JLL,True,False,False,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,False,0.4885132469374115
727,SSRM,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,-0.16603768715409384
728,UBER,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,True,True,True,False,-0.0163934202553721
729,XNCR,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,-0.0764127715137952
730,SBOW,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,1.621026862369645
731,SITE,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,False,-0.35599896298451617
732,RNWK,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,True,True,0.32773106465711205
733,VVV,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,0.15842106467799136
734,TXMD,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,1.8161763848678885
735,SUPN,True,False,False,True,False,False,True,True,False,True,True,False,True,False,True,True,False,True,True,True,False,0.36906504628237874
736,UFI,False,False,False,False,True,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True,False,0.8556016810310066
737,MET,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,0.32252699751827996
738,NI,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,0.37066173080277043
739,NL,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,0.032911360621013394
740,MTOR,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,True,-0.049748733170643204
741,SJI,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,0.7727272258129506
742,ROKU,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True,False,-0.4265954459461574
743,PTGX,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,-0.30870842733603776
744,KRO,True,False,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,False,0.017114839171809667
745,ICUI,True,False,False,False,True,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,-0.13806115948044637
746,SRPT,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,False,-0.4416505035792331
747,RYN,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,0.09647422792099808
748,SLNG,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,1.6808512537875582
749,RGCO,True,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,0.24132085745411927
750,SWM,True,True,True,True,True,False,True,True,True,False,False,True,True,False,True,True,True,True,False,True,False,0.4115456606114327
751,TRMB,True,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,False,True,False,True,False,-0.19899243626556828
752,IAC,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,-0.33702069670096574
