,ticker,netIncome,ROA,sharesOutstanding,earningsYield,increaseDaysSalesOutstanding,declinesInDepreciation,retainedEarningsToTotalAssets,operatingCashflow,ltDebtVsAssets,grossMargins,returnOnCapital,growingDaysSalesOfInventory,salesToAssets,returnOnTotalAssets,qualityOfEarnings,currentRatio,assetTurnover,netIncomeMinusCashflow,increasingCurrentAssetsOverRevenues,workingCapitalToTotalAssets,marketCapToTotalLiabilities,futurePerformance
0,NNA,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,0.8484848740270896
1,ATER,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,True,True,False,True,False,-0.04533677644360137
2,ALEX,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,1.4075509218697926
3,AVGR,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,2.6769760168121963
4,AVTR,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,-0.2990527781517818
5,AINC,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,2.1129272962206653
6,CRSP,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,-0.436769401489376
7,KYN,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,2.808184147433168
8,AJG,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,-0.1364791045076484
9,ABEO,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,0.5683059116145869
10,BY,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True,0.7375820790028446
11,EXSR,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,0.29508196721311475
12,LEVL,True,False,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True,0.6175895313774996
13,TYCB,True,False,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,0.039156602626097284
14,PNBK,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,True,1.1888113491249246
15,HWBK,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0.40023342209070345
16,SVA,True,True,False,True,False,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,0.0
17,SQBG,False,False,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,-0.9423503376345241
18,UBX,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,0.9538905342671737
19,MRLN,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,2.5369031944639966
20,RBKB,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,0.636792394477476
21,EVBN,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0.6638086275163274
22,SBKK,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,0.35591137734649986
23,BVS,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,-0.0
24,FNCB,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,0.5538461961689801
25,EBS,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,True,False,-0.49251687993223026
26,RILY,True,False,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,True,-0.003177121633696351
27,PDLB,False,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,0.7746649972139004
28,ERIE,True,False,True,False,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,-0.06487631006736352
29,CODI,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,0.10434778185858243
30,CPT,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,0.2584639953152291
31,CORT,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,-0.1864009056887625
32,KCLI,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True,0.01874995231628418
33,NWHM,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,-0.058568323884338136
34,EW,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,-0.037037122495467006
35,FTV,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,-0.052301279703776044
36,ISDR,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,-0.36285716465541296
37,CCO,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,1.877550896283541
38,CRVS,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,True,False,-0.09768640210622277
39,CWST,True,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,-0.13592791743345178
40,SM,False,False,True,False,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,4.723404391581465
41,COHN,False,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,True,True,True,-0.8155339830664085
42,CRY,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,0.5722040697352337
43,CUZ,True,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,0.3771407609056881
44,OFC,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,0.32034434946015206
45,RXN,True,False,False,False,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,False,-0.03230289251829107
46,CXP,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,1.0226842885490395
47,INT,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,0.8464383265195468
48,FKYS,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,0.19047621450426647
49,DWSN,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False,True,True,True,False,True,False,0.2339180397810453
50,MATW,False,False,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,0.5923861550226314
51,FRST,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,0.8763635808771307
52,EML,True,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,0.24217615158581757
53,GFF,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,0.07432788078276303
54,DLR,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,-0.09253541674614524
55,WWE,True,False,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,0.8672751879944559
56,EH,False,True,True,False,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,False,-1.115207369221371
57,ECOL,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,1.0262988995124578
58,ENVA,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,0.3758599321394213
59,WRE,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,0.4273816440968699
60,FVCB,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,0.9216931443329088
61,NICK,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,0.27591033992011976
62,NWYF,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,0.46118724006386747
63,LBTYA,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,0.24084027701747315
64,JMP,False,True,False,True,True,True,True,False,True,False,False,False,True,True,False,True,True,False,False,True,True,0.49166657560401855
65,SAND,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,-0.251533719000025
66,GLYC,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,0.34638550604595775
67,OPY,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,0.4648086970772698
68,PEB,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,1.36394546734663
69,IFRX,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,-0.37136463653859303
70,SMP,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False,0.1225064807775429
71,VCYT,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,False,True,True,True,False,-0.1266689137815705
72,PSHG,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,True,True,0.5689656076051418
73,USAK,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,True,-0.08169596231852327
74,WELL,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,0.7140107607355171
75,VBIV,False,True,False,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,-0.8305647866846787
76,WFRD,True,False,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,True,True,-0.0
77,MWA,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,0.04646665047974527
78,MERC,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,1.0445468435725136
79,MHK,True,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True,True,True,False,0.2851108856398033
80,MTD,True,False,False,False,True,True,True,True,False,True,False,True,False,False,True,True,True,True,False,True,False,-0.26216644256373417
81,MPW,True,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,0.17353844275841346
82,SILK,False,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,-0.48066714806856575
83,RSLS,False,True,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,False,1.4713959428060026
84,PW,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,-0.4532335626501362
85,ASIX,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True,False,1.1814381328906882
86,ESXB,True,False,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,0.76518221984297
87,DCOM,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,0.8118572001715575
88,BELFA,False,False,True,True,False,False,True,True,False,False,False,True,False,True,True,True,False,True,True,True,True,0.2586206269880474
89,CVEO,False,True,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,True,0.9681620905940016
90,OXLC,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,1.2725119974833845
91,CCM,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,True,0.1909547106538959
92,MX,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,-0.19835326995729524
93,HLMN,False,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,True,False,-0.0
94,IRMD,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,0.0513666441026657
95,GRA,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,True,True,True,False,0.6934233152875298
96,TIXT,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,True,False,True,False,-0.0
97,CCLP,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2.306818297271394
98,EEX,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,3.9658539229103162
99,KVHI,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,0.2929782093506725
100,MGI,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,0.7537312284294577
101,OIIM,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,False,-0.5566037933894626
102,LIN,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,-0.16997636998274446
103,UXIN,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,True,False,True,True,2.3614458047628997
104,ANAT,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,0.8222222222222222
105,AXAS,False,False,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,3.0714285045253975
106,JAX,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,1.2019048418317522
107,PTRS,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,0.26079451447847274
108,ESBK,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,0.34146345172851233
109,PLAG,True,True,False,False,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,0.9209040293817901
110,L,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,0.5378652481543531
111,FYBR,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,-0.0
112,LEU,False,True,True,False,True,False,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,-0.5893490997709263
113,UAN,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,3.548780500569704
114,WHLR,False,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,-0.5200000016585641
115,FRPH,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,0.2810062432439072
116,GSMG,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,False,True,True,False,2.2774194064423163
117,TDW,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,1.565891430459767
118,RMBS,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,True,False,True,True,True,False,0.015969585113223266
119,IDRA,False,False,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,0.3080357385191077
120,WMK,True,False,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False,-0.1954554458115538
121,RPAI,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,False,True,False,1.2457786938776971
122,APAM,True,False,True,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,-0.22424889959077957
123,ALEC,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,0.7014259980622223
124,ARD,True,True,False,False,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,True,0.11965189435058964
125,HTA,True,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,0.15643800925748824
126,ANDE,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,0.432071304256956
127,RGA,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,0.7236458195594121
128,PACB,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,-0.3388235428754021
129,BKEP,True,True,False,True,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,-0.20979018414001208
130,CPE,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,7.966202105951695
131,H,True,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,False,0.4441267227334067
132,GHL,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,0.15191992638079788
133,GIC,True,True,True,True,False,False,True,True,False,True,True,False,False,False,True,True,True,True,False,True,False,0.004627416533861306
134,CIX,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,0.07753620869821454
135,SEB,True,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,0.4831974523341118
136,FMC,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,-0.15127743627236448
137,KWR,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,False,-0.06835526365135272
138,CRK,True,False,True,False,False,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,True,0.9077569010183022
139,WLFC,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,True,1.965590379450312
140,NRC,True,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,True,True,False,True,False,0.35583753276756175
141,CW,True,False,True,False,False,True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,0.38604598289234116
142,DD,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,0.3043957984585311
143,DKL,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,False,True,False,0.19766124956156522
144,GTE,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,4.760000228881836
145,ET,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,1.437050419097843
146,FNF,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False,0.38924256587804296
147,GAN,True,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,True,True,False,True,False,-1.0660938527717223
148,PAGP,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,2.918684912864612
149,GBL,True,False,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,True,True,False,0.8107344396853521
150,PEAK,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,0.3706020906121836
151,HST,True,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,0.681640595532371
152,WTI,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True,True,1.73255798318955
153,TISI,False,True,False,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,2.2854641162086384
154,OAS,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,9.432432014459765
155,QUAD,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,True,True,2.31168833179445
156,POWL,True,True,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,0.6553336007782437
157,LPSN,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,-0.22976555826831563
158,JBGS,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,False,0.5305964726903426
159,WSR,True,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,1.371681308380375
160,RCII,True,True,True,True,False,False,True,True,True,True,True,False,False,False,True,True,False,True,False,True,False,-0.15018073115322697
161,AIRI,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,False,True,True,0.28440360851976737
162,ACEL,False,False,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,-0.02835540575597439
163,AFIN,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,1.3288365631345684
164,ABIO,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,True,False,0.3564594041018264
165,ALRN,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,-0.2422764496333975
166,ALTM,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,4.226666598849826
167,AVXL,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,-0.08717952417277008
168,ALNA,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,2.5289254928170988
169,AMOT,True,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,-0.019060015746831586
170,ARDX,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,-0.019819843195327785
171,ATO,True,False,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,0.2123397545827505
172,ASMB,False,True,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True,False,-0.147296448917553
173,ACR,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,5.297297218346906
174,TBIO,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,-0.15929207138363333
175,SLDB,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,4.390697506274844
176,VTOL,False,True,True,False,True,False,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,0.0004904477283561292
177,BFAM,True,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,0.09286658872273122
178,MLVF,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,0.8970463138034253
179,PFBI,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,True,0.7123681771599488
180,INMB,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,-0.4616876852715784
181,TWNK,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,0.11724415323095026
182,SELB,False,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,False,-0.2304526940759068
183,TPVG,True,False,False,True,True,False,True,False,False,True,True,True,True,False,True,True,True,False,True,True,False,0.5547446036695751
184,CABA,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,-1.1025641025641026
185,CBIO,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,0.4052132993279873
186,BCYC,False,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,-0.4578610397409089
187,BNGO,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,0.2203390857879588
188,SBBP,False,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,0.1157407361416171
189,STRT,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,True,False,0.10571273842113077
190,SITM,False,True,True,False,True,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,False,-1.0133440081054423
191,LJPC,False,True,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True,False,True,True,1.5499999523162842
192,NHTC,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,True,False,0.3749999183498038
193,PKDC,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,-1.3076923076923077
194,RYI,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,True,0.6172160919439847
195,OCN,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,0.36239162890708315
196,PLM,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,0.014925430495003956
197,LNC,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,1.0006570452500911
198,CVGI,True,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,0.5330662216950788
199,CHNG,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,-0.04909749360625081
200,BFS,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,1.2056419780157397
201,LICT,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,0.045714285714285714
202,PROF,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,-1.0618429186939864
203,FCPT,True,True,False,False,False,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,0.17414798948722682
204,CRBP,False,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,2.501661127989193
205,CFMS,False,True,False,False,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True,False,1.3981372265411496
206,CHEK,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,4.794117670261324
207,TG,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,0.3092286246256566
208,ERO,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,0.20248183650666726
209,WCN,True,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,-0.0963353296498465
210,LCTX,False,True,True,False,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,0.11956516598370759
211,FOXA,True,False,True,True,True,True,True,True,False,False,True,False,True,False,True,True,False,True,True,True,False,0.24546509640318656
212,SSSS,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,-0.4757358542099753
213,TRC,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,False,0.2818046846850914
214,XOMA,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,0.04273976365180865
215,UIHC,False,False,True,False,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,True,1.1415093710120652
216,EQX,False,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,-0.46869410598579897
217,HHC,True,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,1.407278788371787
218,PLPC,True,False,False,True,True,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True,False,0.12660590184118037
219,PMTS,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,True,0.3232322526870857
220,COCP,False,True,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,True,False,1.1052631843123082
221,CPS,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,True,False,True,True,2.1677952291168467
222,NHC,True,False,False,True,True,False,True,True,False,False,False,False,True,True,True,True,False,True,True,True,False,0.40678817698958164
223,CVSI,False,False,True,False,True,True,True,False,False,True,False,False,False,True,False,True,True,True,True,True,False,3.3725491387713027
224,GERN,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,-0.1547619039171677
225,AMN,True,False,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False,0.048274588576653905
226,AEZS,False,False,True,False,False,True,True,False,False,True,True,False,True,True,False,True,False,False,True,True,False,2.6000000340597977
227,LNT,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,0.06903468794506713
228,ABUS,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,False,-0.4659863871103458
229,AVCO,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,1.0608695084296
230,CBLAQ,False,False,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,6.764706109221829
231,ACMR,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,True,False,-0.7809874725001644
232,RCUS,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,-0.47791617515897633
233,AGO,True,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,True,True,1.3734373897934997
234,AEL,True,False,False,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,0.23875256665652209
235,AMRS,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,True,False,True,False,0.798419068058516
236,AMBC,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,0.6226259434859357
237,AVLR,False,True,True,False,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,-0.3704958128432382
238,AMEH,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,0.2859767359529846
